,task,task_complete,uid,num_catch,num_correct,scenario,start
248,exculpatory_burdenofproof,0.0,A2GRH14COB37I5,5.0,2.0,22.0,2020-03-17 08:43:58
249,exculpatory_burdenofproof,0.0,AJAAQZMWCJO2X,3.0,2.0,16.0,2020-03-17 09:18:32
250,exculpatory_burdenofproof,0.0,AIL483ULDFJ6V,3.0,0.0,11.0,2020-03-17 09:34:35
251,exculpatory_burdenofproof,0.0,AWVL6H3C9WL5X,5.0,2.0,22.0,2020-03-17 09:51:48
252,exculpatory_burdenofproof,0.0,A2OVMMDZQ524IL,,,,
253,exculpatory_burdenofproof,1.0,APY7Y08CHOZDP,6.0,5.0,31.0,2020-03-18 01:11:36
254,exculpatory_burdenofproof,0.0,A1TM6E8F7B9RLM,2.0,1.0,7.0,2020-03-18 01:12:44
255,exculpatory_burdenofproof,0.0,A37GN2WIEMKT2W,1.0,0.0,6.0,2020-03-18 01:13:35
256,exculpatory_burdenofproof,0.0,ATWH33XQ93WMF,3.0,0.0,11.0,2020-03-18 08:14:50
257,exculpatory_burdenofproof,0.0,A3KWTFT5HBU6AC,1.0,0.0,2.0,2020-03-17 09:14:16
258,exculpatory_burdenofproof,1.0,A2NS7RIEOFZTE5,6.0,6.0,31.0,2020-03-18 01:14:59
259,exculpatory_burdenofproof,1.0,AUISC3PLSEX8R,6.0,6.0,31.0,2020-03-18 01:15:14
260,exculpatory_burdenofproof,0.0,A5Z8X8LG5GFDW,5.0,3.0,22.0,2020-03-17 17:16:20
261,exculpatory_burdenofproof,0.0,A21WQDCNWUZGZD,4.0,1.0,17.0,2020-03-18 01:21:30
262,exculpatory_burdenofproof,1.0,AVCOBHDVXZOZL,6.0,5.0,31.0,2020-03-18 01:22:38
263,exculpatory_burdenofproof,0.0,A3J29PSJGVCFJW,4.0,1.0,17.0,2020-03-18 01:26:02
264,exculpatory_burdenofproof,1.0,A2BABNE11OM5GW,6.0,6.0,31.0,2020-03-18 01:27:37
265,exculpatory_burdenofproof,1.0,A2CLPLB5VJJBTG,6.0,6.0,31.0,2020-03-18 01:34:07
266,exculpatory_burdenofproof,1.0,ABXZMO2M0R04Z,6.0,6.0,31.0,2020-03-18 01:39:57
267,exculpatory_burdenofproof,1.0,A2XRYF0L5ACD2E,6.0,6.0,31.0,2020-03-18 01:42:04
268,exculpatory_burdenofproof,1.0,A3CWEIEY3TGJFX,6.0,6.0,31.0,2020-03-18 01:42:06
269,exculpatory_burdenofproof,1.0,AWN1PEZWRQSQ9,6.0,6.0,31.0,2020-03-18 01:48:19
270,exculpatory_burdenofproof,0.0,A39KUEDR8ZS1CF,2.0,1.0,8.0,2020-03-18 01:49:30
271,exculpatory_burdenofproof,0.0,A1406RT7A3SK91,1.0,0.0,2.0,2020-03-18 02:00:59
272,exculpatory_burdenofproof,0.0,A2PCHTN2YM3SD4,,,,
273,exculpatory_burdenofproof,0.0,A8Q4TM2CJ7MN,4.0,1.0,17.0,2020-03-18 02:14:27
274,exculpatory_burdenofproof,0.0,A2S591ZMEWMA5C,3.0,1.0,11.0,2020-03-18 02:15:56
275,exculpatory_burdenofproof,0.0,A1RO7YVP0K6U6D,3.0,0.0,11.0,2020-03-18 02:16:49
276,exculpatory_burdenofproof,1.0,A1RATFICCKLCQ,6.0,6.0,31.0,2020-03-18 02:21:54
277,exculpatory_burdenofproof,1.0,A1V0JTFQA3X0HZ,6.0,6.0,31.0,2020-03-18 02:25:53
278,exculpatory_burdenofproof,0.0,A2M1FXXTVBKF9E,4.0,1.0,17.0,2020-03-18 02:29:25
279,exculpatory_burdenofproof,0.0,A3908297ZI3LES,,,2.0,2020-03-18 02:37:50
280,exculpatory_burdenofproof,0.0,A3FQYXSF2OBFQI,6.0,5.0,28.0,2020-03-18 02:43:36
281,exculpatory_burdenofproof,1.0,A3DKLZQ9T353MH,6.0,6.0,31.0,2020-03-18 02:43:43
282,exculpatory_burdenofproof,0.0,A1HFPDHBLO6KZW,5.0,3.0,22.0,2020-03-18 02:53:24
283,exculpatory_burdenofproof,1.0,AO2MNZUGWB5W9,6.0,6.0,31.0,2020-03-18 02:56:09
284,exculpatory_burdenofproof,0.0,A12MTH3JNWYR3L,3.0,0.0,11.0,2020-03-18 02:58:44
285,exculpatory_burdenofproof,0.0,A1HFPDHBLO6KZA,,,2.0,2020-03-18 02:59:20
286,exculpatory_burdenofproof,0.0,AEZ5D36YGGGT8,5.0,2.0,22.0,2020-03-18 03:00:58
287,exculpatory_burdenofproof,0.0,A1990TO0WOKE75,4.0,4.0,20.0,2020-03-18 03:05:08
288,exculpatory_burdenofproof,0.0,A3KF6OE5PDE94V,6.0,5.0,29.0,2020-03-18 03:06:48
289,exculpatory_burdenofproof,0.0,A8CVPOVEJH868,2.0,0.0,7.0,2020-03-18 03:09:50
290,exculpatory_burdenofproof,0.0,A22PDMDLIXXJ95,4.0,4.0,21.0,2020-03-18 03:18:53
291,exculpatory_burdenofproof,0.0,A1RBLG0D9IB7VD,4.0,1.0,17.0,2020-03-18 03:19:30
292,exculpatory_burdenofproof,0.0,AGBCI77TO20G7,4.0,1.0,17.0,2020-03-18 03:28:11
293,exculpatory_burdenofproof,0.0,AFTGNHJ5615CV,3.0,3.0,11.0,2020-03-18 03:28:42
294,exculpatory_burdenofproof,0.0,A10GAT1S9UVEYQ,2.0,2.0,9.0,2020-03-18 03:31:15
295,exculpatory_burdenofproof,0.0,AVNWUPP3DI76F,,,,
296,exculpatory_burdenofproof,0.0,A3EHI7J2E5DSJK,1.0,0.0,4.0,2020-03-18 03:34:34
297,exculpatory_burdenofproof,0.0,A1FO7OWXKNWXNP,,,2.0,2020-03-18 03:36:29
298,exculpatory_burdenofproof,0.0,A3HU1Q1HFUMKIA,,,,
299,exculpatory_burdenofproof,1.0,A3RASHUE40BP0Q,6.0,4.0,31.0,2020-03-18 17:19:56
300,exculpatory_burdenofproof,0.0,A1TPEXXWC2HYZQ,2.0,1.0,8.0,2020-03-18 18:29:20
301,exculpatory_burdenofproof,0.0,A29V2XPA9H2NAN,6.0,6.0,28.0,2020-03-18 19:15:43
302,exculpatory_burdenofproof,0.0,wtftest,1.0,0.0,3.0,2020-03-18 20:18:54
303,exculpatory_burdenofproof,0.0,A1XAC6638IP35C,3.0,0.0,11.0,2020-03-18 21:37:27
304,exculpatory_burdenofproof,0.0,A1M8158Q3WJ7LP,4.0,1.0,17.0,2020-03-18 21:43:18
305,exculpatory_burdenofproof,0.0,AKB4MS8S9BHU7,3.0,1.0,11.0,2020-03-18 22:01:13
306,exculpatory_burdenofproof,1.0,A1T643M1P572AA,6.0,6.0,31.0,2020-03-18 22:12:50
307,exculpatory_burdenofproof,0.0,AMI1LU94CNL2J,6.0,3.0,28.0,2020-03-18 22:23:51
308,exculpatory_burdenofproof,0.0,A32JYGKHS11I6Q,5.0,2.0,22.0,2020-03-18 22:32:56
309,exculpatory_burdenofproof,0.0,A3QOMMIZTW0XF1,2.0,1.0,7.0,2020-03-18 23:01:24
310,exculpatory_burdenofproof,1.0,A12O9P1OTMJOPW,6.0,6.0,31.0,2020-03-18 23:10:03
311,exculpatory_burdenofproof,0.0,A2G7DTL156PTKA,3.0,3.0,16.0,2020-03-18 23:12:33
312,exculpatory_burdenofproof,0.0,A37JSOJH9695SM,3.0,1.0,16.0,2020-03-19 00:01:53
313,exculpatory_burdenofproof,1.0,A3SL5QRF7MX2P1,6.0,6.0,31.0,2020-03-19 00:07:49
314,exculpatory_burdenofproof,1.0,A363NKR14886XG,6.0,6.0,31.0,2020-03-19 00:40:20
315,exculpatory_burdenofproof,1.0,AYH5S2NOTSFKR,6.0,6.0,31.0,2020-03-19 01:01:19
316,exculpatory_burdenofproof,1.0,A3VG2LUKQLXCBL,6.0,6.0,31.0,2020-03-19 01:49:17
317,exculpatory_burdenofproof,0.0,A28TXHXPVNZ0KN,1.0,1.0,2.0,2020-03-19 03:03:36
318,exculpatory_burdenofproof,0.0,A4HQEI5GW8KM2,,,2.0,2020-03-19 03:13:59
319,exculpatory_burdenofproof,0.0,A8XSKOAT2R8BW,4.0,2.0,20.0,2020-03-19 03:18:15
320,exculpatory_burdenofproof,0.0,A367RPWM0FPY5K,3.0,0.0,11.0,2020-03-19 03:28:29
321,exculpatory_burdenofproof,0.0,A1F2QH2LX69A2D,4.0,1.0,17.0,2020-03-19 03:43:19
322,exculpatory_burdenofproof,0.0,A2WNEHZO8NCDSM,3.0,1.0,13.0,2020-03-19 03:46:35
323,exculpatory_burdenofproof,0.0,A3HQJM4EQ9WQ5L,3.0,0.0,11.0,2020-03-19 03:47:32
324,exculpatory_burdenofproof,1.0,A11MCPY8W4U6FL,6.0,6.0,31.0,2020-03-19 03:49:32
325,exculpatory_burdenofproof,1.0,A1L1NNFVKS3G8T,6.0,4.0,31.0,2020-03-19 04:08:10
326,exculpatory_burdenofproof,1.0,A3AQIQ6S2KJFFM,6.0,5.0,31.0,2020-03-19 04:10:22
327,exculpatory_burdenofproof,0.0,A1KN6VG14MOP2V,6.0,3.0,28.0,2020-03-19 04:19:02
328,exculpatory_burdenofproof,0.0,A3KL7XSJ2PO5IR,4.0,1.0,17.0,2020-03-19 04:43:03
329,exculpatory_burdenofproof,0.0,A384PHWUJIWDHH,3.0,0.0,11.0,2020-03-19 04:44:29
330,exculpatory_burdenofproof,0.0,AAQGL7BD4ADZF,4.0,1.0,17.0,2020-03-19 04:54:52
331,exculpatory_burdenofproof,0.0,A3UGKUPZZKZH7P,5.0,2.0,22.0,2020-03-19 09:02:33
332,exculpatory_burdenofproof,0.0,A23JDP71XAI983,,,1.0,2020-03-18 14:07:54
333,exculpatory_burdenofproof,0.0,A3K8WQICXRO3F8,5.0,2.0,22.0,2020-03-19 09:13:38
334,exculpatory_burdenofproof,0.0,A29S4ARYUF2KJ7,4.0,1.0,17.0,2020-03-19 05:15:26
335,exculpatory_burdenofproof,1.0,A1BWBRUYQE7KWU,6.0,4.0,31.0,2020-03-19 05:22:07
336,exculpatory_burdenofproof,0.0,"Thank%20you%20very%20much%20for%20participating%20in%20our%20study.%20%20%20%20%20Our%20personal%20life%20is%20guided%20by%20%22norms%E2%80%9D%20%20--%20rules%20about%20what%20we%20should%20and%20should%20not%20do.%20Honoring%20the%20norms%20can%20be%20routine,%20or,%20sometimes,%20above%20and%20beyond%20the%20norm.%20%20Similarly,%20violating%20the%20norms%20can%20be%20mild%20or%20severe.%20%20To%20say%20%22thank%20you%E2%80%9D%20on%20receiving%20a%20gift%20is%20routine,%20and%20giving%20a%20huge%20gift%20in%20return%20can%20be%20above%20and%20beyond.%20%20Failing%20to%20say%20%E2%80%9Cthank%20you%E2%80%9D%20seems%20mild%20violation;%20immediately%20throwing%20the%20gift%20at%20the%20giver%20is%20a%20more%20severe%20violation%20of%20the%20norm.%20%20%20%20%20Below%20are%20descriptions%20of%20various%20actions,%20some%20of%20which%20honors%20the%20norms,%20and%20others%20violate%20norms.%20%20We%20ask%20you%20to%20rate%20the%20degree%20to%20which%20the%20action%20honors%20or%20violates%20norms.%20Please%20use%20scale%20given%20below%20each%20action.%20%20%20%20%20",,,,
337,exculpatory_burdenofproof,0.0,AW2BWNPR4W86S,3.0,0.0,11.0,2020-03-19 05:42:52
338,exculpatory_burdenofproof,0.0,A1EFXVQX0ATC4C,3.0,0.0,11.0,2020-03-19 05:46:22
339,exculpatory_burdenofproof,0.0,A1LBMEX3V3KTYZ,3.0,0.0,11.0,2020-03-19 05:53:29
340,exculpatory_burdenofproof,0.0,A16ZMJTFZNK8LI,3.0,0.0,11.0,2020-03-19 06:20:11
341,exculpatory_burdenofproof,1.0,A3DFZQAOZ0NK2Q,6.0,6.0,31.0,2020-03-19 06:41:40
342,exculpatory_burdenofproof,0.0,AQLPS070VCJ5K,3.0,0.0,11.0,2020-03-19 06:41:20
343,exculpatory_burdenofproof,0.0,A3M3IZT0X7IZMH,1.0,0.0,2.0,2020-03-19 06:48:26
344,exculpatory_burdenofproof,1.0,ATTGYYVWOI5QC,6.0,4.0,31.0,2020-03-19 06:56:33
345,exculpatory_burdenofproof,0.0,A3J2875P6N7IZ3,5.0,2.0,22.0,2020-03-19 07:35:31
346,exculpatory_burdenofproof,0.0,A1FP7W1VQF68M5,3.0,0.0,11.0,2020-03-19 07:42:57
347,exculpatory_burdenofproof,1.0,A21WYUEYXMVW81,6.0,4.0,31.0,2020-03-19 08:02:51
348,exculpatory_burdenofproof,0.0,AZ0TQA0JIT0EV,4.0,1.0,17.0,2020-03-19 08:24:58
349,exculpatory_burdenofproof,0.0,AF059F576P7FC,1.0,0.0,2.0,2020-03-19 08:39:09
350,exculpatory_burdenofproof,1.0,A264ZZ6XZVJMGF,6.0,6.0,31.0,2020-03-19 10:00:43
351,exculpatory_burdenofproof,0.0,A1NRH6XSR338XM,2.0,2.0,9.0,2020-03-19 17:43:46
352,exculpatory_burdenofproof,0.0,AUCHGHY1IKZZK,,,1.0,2020-03-19 17:46:41
353,exculpatory_burdenofproof,0.0,ATPOA6Q4OZ04A,,,,
354,exculpatory_burdenofproof,0.0,A20MWNCEZ6RAXV,3.0,0.0,11.0,2020-03-19 17:49:13
355,exculpatory_burdenofproof,0.0,A314ERJIHRSDY7,3.0,0.0,11.0,2020-03-19 17:52:08
356,exculpatory_burdenofproof,0.0,A2VRDE2FHCBMF8,1.0,1.0,5.0,2020-03-19 17:52:03
357,exculpatory_burdenofproof,0.0,A1ELCU95XTLLS,4.0,1.0,17.0,2020-03-19 17:53:02
358,exculpatory_burdenofproof,0.0,AV7UX8QQXABSK,4.0,3.0,20.0,2020-03-19 17:55:25
359,exculpatory_burdenofproof,0.0,A1ONTPD4RQHVYK,3.0,2.0,11.0,2020-03-19 17:55:32
360,exculpatory_burdenofproof,0.0,A2287HLNN9EZ56,3.0,3.0,11.0,2020-03-19 18:01:35
361,exculpatory_burdenofproof,0.0,A2XQ3P6M9NZNYB,2.0,2.0,7.0,2020-03-19 18:05:21
362,exculpatory_burdenofproof,0.0,ANJJQV9EY4QQ4,5.0,5.0,23.0,2020-03-19 18:05:34
363,exculpatory_burdenofproof,1.0,A18E16UFE351U6,6.0,6.0,31.0,2020-03-19 18:09:56
364,exculpatory_burdenofproof,1.0,A3VP27UUQ34OXK,6.0,6.0,31.0,2020-03-19 18:17:33
365,exculpatory_burdenofproof,0.0,A2FC6G4YCZPSRG,5.0,2.0,22.0,2020-03-20 02:19:23
366,exculpatory_burdenofproof,0.0,57VTRA5G456,,,,
367,exculpatory_burdenofproof,0.0,A1VQFUGRQSGGMF,6.0,5.0,28.0,2020-03-19 18:28:13
368,exculpatory_burdenofproof,0.0,A392XBUSSNVGRU,,,,
369,exculpatory_burdenofproof,0.0,577JUCSLR82,6.0,3.0,28.0,2020-03-19 18:31:40
370,exculpatory_burdenofproof,1.0,A3E8NUUS90EWXW,6.0,5.0,31.0,2020-03-19 18:40:53
371,exculpatory_burdenofproof,1.0,A2WF5UNBPQ13UO,6.0,6.0,31.0,2020-03-19 18:40:56
372,exculpatory_burdenofproof,0.0,AE4WFMTKJZ4UH,1.0,1.0,2.0,2020-03-19 18:47:16
373,exculpatory_burdenofproof,0.0,ATSZCAVI441RM,5.0,4.0,22.0,2020-03-19 18:49:06
374,exculpatory_burdenofproof,1.0,A1O7WUQDKPZGH4,6.0,5.0,31.0,2020-03-19 18:52:56
375,exculpatory_burdenofproof,1.0,A344L1A6OU5L0M,6.0,6.0,31.0,2020-03-19 19:05:29
376,exculpatory_burdenofproof,0.0,A47JOY0WX00EH,3.0,2.0,11.0,2020-03-19 19:12:46
377,exculpatory_burdenofproof,1.0,A2SB9HU5RD9QCP,6.0,6.0,31.0,2020-03-19 19:18:27
378,exculpatory_burdenofproof,0.0,AA06VO3XJ6KZZ,2.0,2.0,7.0,2020-03-19 19:21:48
379,exculpatory_burdenofproof,1.0,A1MCDM4BGRBWDY,6.0,6.0,31.0,2020-03-19 19:24:13
380,exculpatory_burdenofproof,1.0,A2Y5ZQV27N0D0Z,6.0,5.0,31.0,2020-03-19 19:27:09
381,exculpatory_burdenofproof,1.0,A7ERZELTAMWL5,6.0,4.0,31.0,2020-03-19 19:29:33
382,exculpatory_burdenofproof,1.0,A1YX741QQSMKPS,6.0,6.0,31.0,2020-03-19 19:32:01
383,exculpatory_burdenofproof,0.0,AK5DYS69328G8,4.0,1.0,17.0,2020-03-19 19:39:02
384,exculpatory_burdenofproof,0.0,A1LQZMAUNWD6FW,4.0,2.0,17.0,2020-03-19 18:47:32
385,exculpatory_burdenofproof,0.0,A2FIKTYGZDS95G,5.0,2.0,22.0,2020-03-19 19:48:25
386,exculpatory_burdenofproof,1.0,A8D8BPNBHWZ6N,6.0,6.0,31.0,2020-03-19 19:57:42
387,exculpatory_burdenofproof,0.0,A1MYGLHJ4DECFU,2.0,0.0,7.0,2020-03-19 20:06:36
388,exculpatory_burdenofproof,0.0,AKL1NYIM93AKK,5.0,3.0,24.0,2020-03-19 20:10:17
389,exculpatory_burdenofproof,1.0,A2FWZR12905V6J,6.0,6.0,31.0,2020-03-19 20:11:35
390,exculpatory_burdenofproof,1.0,A1C2RQGJ35G0JT,6.0,6.0,31.0,2020-03-19 20:13:50
391,exculpatory_burdenofproof,1.0,A1YXQW0MNXOSRZ,6.0,6.0,31.0,2020-03-19 20:16:21
392,exculpatory_burdenofproof,0.0,A2XXUORBL2OFYY,6.0,6.0,28.0,2020-03-19 20:25:01
393,exculpatory_burdenofproof,1.0,AH6ZDHCFKNC72,6.0,6.0,31.0,2020-03-19 20:27:37
394,exculpatory_burdenofproof,1.0,A37WDOIQH6JM6V,6.0,6.0,31.0,2020-03-19 20:44:47
395,exculpatory_burdenofproof,0.0,A3ANRGP4MFZ876,4.0,2.0,20.0,2020-03-19 20:50:02
396,exculpatory_burdenofproof,0.0,A1Q27X84KILQHI,,,2.0,2020-03-19 16:52:30
397,exculpatory_burdenofproof,0.0,A1BQKP971LFCYL,6.0,3.0,28.0,2020-03-19 21:42:09
398,exculpatory_burdenofproof,1.0,AVQGY7FCU80XP,6.0,6.0,31.0,2020-03-19 21:52:53
399,exculpatory_burdenofproof,1.0,AP9WIQ4P78XLH,6.0,6.0,31.0,2020-03-19 22:11:21
400,exculpatory_burdenofproof,0.0,A1AX618BOQLX79,4.0,4.0,18.0,2020-03-19 22:16:37
401,exculpatory_burdenofproof,1.0,AURYD2FH3FUOQ,6.0,6.0,31.0,2020-03-19 22:18:48
402,exculpatory_burdenofproof,0.0,A1QO9VVPEL0QV8,3.0,1.0,11.0,2020-03-19 22:49:43
403,exculpatory_burdenofproof,1.0,ALML8V38FDV0,6.0,4.0,31.0,2020-03-19 23:14:16
404,exculpatory_burdenofproof,1.0,AIFRN9GF0Q1ZI,6.0,6.0,31.0,2020-03-19 23:21:04
405,exculpatory_burdenofproof,0.0,ASWUVL74BKVT4,,,2.0,2020-03-19 23:30:05
406,exculpatory_burdenofproof,1.0,A1T4USY27Q12RS,6.0,5.0,31.0,2020-03-19 23:35:12
407,exculpatory_burdenofproof,0.0,AFROI5CG56231,,,,
408,exculpatory_burdenofproof,1.0,A2GCNSW7Q5OZ9Z,6.0,6.0,31.0,2020-03-19 23:52:48
409,exculpatory_burdenofproof,0.0,sdfdsdftest,,,1.0,2020-06-25 15:35:49
410,exculpatory_burdenofproof,0.0,johnisthebest@foo.bar,1.0,0.0,6.0,2020-06-25 19:05:13
